match_id,player_id,match_date,venue,match_type,opposition,runs_scored,balls_faced,fours,sixes,not_out,dismissal,overs_bowled,runs_conceded,wickets_taken,maidens,dots,catches,run_outs,stumpings,team_win,player_of_match
38,6,2023-03-25,Cape Town,ODI,New Zealand,98,80,25,17,0,caught,6.6,59,1,0,15,1,0,0,1,0
39,45,2023-03-25,Cape Town,ODI,South Africa,258,148,66,45,0,bowled,0.0,0,0,0,0,0,0,0,0,0
40,69,2023-03-25,Cape Town,ODI,West Indies,213,146,55,35,1,,9.1,61,0,0,18,1,0,0,0,0
41,55,2023-03-25,Cape Town,ODI,Australia,14,11,2,0,0,caught,0.0,0,0,0,0,1,0,0,1,0
42,48,2023-03-25,Cape Town,ODI,England,12,9,3,4,0,caught,0.0,0,0,0,0,0,0,0,0,0
43,9,2023-03-25,Cape Town,ODI,West Indies,0,2,0,2,0,lbw,0.0,0,0,0,0,1,0,0,1,0
44,65,2023-03-25,Cape Town,ODI,Afghanistan,39,23,9,5,0,bowled,0.0,0,0,0,0,1,0,0,0,0
45,30,2021-05-27,Mumbai,T20,West Indies,186,145,45,32,0,caught,0.0,0,0,0,0,0,0,0,0,0
46,87,2021-05-27,Mumbai,T20,Pakistan,0,0,0,0,0,,2.9,27,4,0,9,0,0,0,0,0
47,74,2021-05-27,Mumbai,T20,South Africa,94,52,25,17,0,bowled,0.0,0,0,0,0,0,0,0,0,0
48,76,2021-05-27,Mumbai,T20,Sri Lanka,0,0,0,0,0,,9.4,106,2,0,19,0,0,0,0,0
49,3,2021-05-27,Mumbai,T20,Afghanistan,197,147,51,32,0,lbw,0.0,0,0,0,0,1,0,0,1,0
50,99,2021-05-27,Mumbai,T20,Australia,31,16,8,6,0,bowled,0.0,0,0,0,0,0,0,0,1,0
51,35,2021-05-27,Mumbai,T20,West Indies,139,106,35,22,0,run out,0.0,0,0,0,0,0,0,0,1,0
52,98,2021-05-27,Mumbai,T20,Australia,206,105,51,32,0,caught,0.0,0,0,0,0,0,0,0,0,0
53,6,2021-05-27,Mumbai,T20,Afghanistan,274,145,70,44,0,lbw,5.3,46,1,0,18,0,0,0,1,0
54,23,2021-05-27,Mumbai,T20,Sri Lanka,7,9,0,0,0,run out,0.0,0,0,0,0,0,0,0,0,0
55,61,2021-05-27,Mumbai,T20,South Africa,0,0,0,0,0,,9.9,69,4,0,18,0,0,0,0,0
56,67,2021-05-27,Mumbai,T20,West Indies,108,59,25,20,0,bowled,10.0,119,4,0,26,0,0,0,1,0
57,84,2021-05-27,Mumbai,T20,England,0,0,0,0,0,,9.6,85,2,0,23,0,0,0,0,0
58,57,2021-05-27,Mumbai,T20,Sri Lanka,99,58,25,18,0,lbw,0.0,0,0,0,0,0,0,0,1,0
59,36,2021-05-27,Mumbai,T20,Afghanistan,0,2,2,2,0,caught,0.0,0,0,0,0,1,1,0,0,0
60,24,2021-05-27,Mumbai,T20,Bangladesh,0,0,0,0,0,,9.2,82,4,0,28,0,0,0,0,0
61,75,2021-05-27,Mumbai,T20,New Zealand,105,83,25,17,0,run out,7.6,78,3,0,14,1,0,0,1,0
62,56,2021-05-27,Mumbai,T20,England,202,130,50,33,0,bowled,0.0,0,0,0,0,0,0,0,0,0
63,82,2021-05-27,Mumbai,T20,England,82,84,21,14,1,,0.0,0,0,0,0,0,0,0,1,0
64,63,2021-05-27,Mumbai,T20,South Africa,136,100,36,21,0,caught,0.0,0,0,0,0,0,0,1,0,0
65,12,2021-05-27,Mumbai,T20,Sri Lanka,46,55,13,6,0,lbw,4.2,22,0,0,8,0,0,0,0,0
66,90,2021-05-27,Mumbai,T20,West Indies,176,94,42,28,1,,0.0,0,0,0,0,1,0,0,1,0
67,39,2023-11-14,Kolkata,ODI,England,79,51,19,15,0,caught,0.0,0,0,0,0,0,0,0,0,0
68,26,2023-11-14,Kolkata,ODI,New Zealand,70,40,15,11,0,lbw,0.0,0,0,0,0,0,0,1,1,0
69,50,2023-11-14,Kolkata,ODI,New Zealand,63,51,14,11,0,lbw,5.0,38,1,0,11,2,0,0,0,0
70,62,2023-11-14,Kolkata,ODI,Australia,29,22,7,4,0,lbw,0.0,0,0,0,0,0,0,0,1,0
71,14,2023-11-14,Kolkata,ODI,West Indies,154,123,37,23,0,run out,8.7,41,1,1,21,0,0,0,0,0
72,31,2023-11-14,Kolkata,ODI,West Indies,0,5,2,0,1,,0.0,0,0,0,0,0,0,0,0,0
73,49,2023-11-14,Kolkata,ODI,South Africa,0,0,0,0,0,,6.3,54,2,0,14,0,0,0,0,0
74,74,2023-11-14,Kolkata,ODI,Sri Lanka,45,30,11,7,0,lbw,0.0,0,0,0,0,1,0,0,1,0
75,46,2023-11-14,Kolkata,ODI,Australia,29,37,9,5,0,caught,8.8,41,1,1,29,0,1,0,1,0
76,93,2023-11-14,Kolkata,ODI,Sri Lanka,0,0,0,0,0,,2.1,20,4,0,7,0,1,0,0,0
77,38,2023-11-14,Kolkata,ODI,Sri Lanka,126,66,31,20,0,run out,0.0,0,0,0,0,0,0,0,0,0
78,90,2023-11-14,Kolkata,ODI,Pakistan,50,48,11,9,0,lbw,0.0,0,0,0,0,0,0,0,1,0
79,3,2023-11-14,Kolkata,ODI,Sri Lanka,0,3,0,0,0,lbw,0.0,0,0,0,0,1,1,0,0,0
80,85,2023-11-14,Kolkata,ODI,Afghanistan,0,2,1,2,0,bowled,0.0,0,0,0,0,0,1,0,1,0
81,51,2023-11-14,Kolkata,ODI,Afghanistan,166,138,40,29,0,caught,0.0,0,0,0,0,0,0,0,1,0
82,36,2023-11-14,Kolkata,ODI,England,0,2,0,1,0,lbw,0.0,0,0,0,0,0,0,0,1,0
83,2,2023-11-14,Kolkata,ODI,Pakistan,0,0,0,0,0,,7.5,75,2,0,18,3,1,0,0,0
84,73,2023-11-14,Kolkata,ODI,West Indies,0,0,0,0,0,,7.8,90,1,0,24,0,1,0,1,0
85,7,2023-11-14,Kolkata,ODI,Afghanistan,118,68,29,17,0,lbw,8.0,83,2,0,23,1,0,0,1,0
86,78,2023-11-14,Kolkata,ODI,Sri Lanka,0,5,0,2,0,bowled,0.0,0,0,0,0,0,1,0,1,0
87,64,2023-11-14,Kolkata,ODI,Afghanistan,35,27,6,3,0,lbw,0.0,0,0,0,0,0,0,0,1,0
88,37,2023-11-14,Kolkata,ODI,Australia,107,57,26,17,0,lbw,0.0,0,0,0,0,0,0,0,0,0
89,93,2023-09-02,Cape Town,Test,England,0,0,0,0,0,,4.7,45,1,0,15,0,1,0,1,0
90,28,2023-09-02,Cape Town,Test,West Indies,71,42,19,13,0,lbw,0.0,0,0,0,0,1,0,0,1,0
91,56,2023-09-02,Cape Town,Test,Sri Lanka,149,90,39,24,0,lbw,0.0,0,0,0,0,1,0,0,0,0
92,58,2023-09-02,Cape Town,Test,Bangladesh,149,109,38,26,0,lbw,0.0,0,0,0,0,0,0,0,1,0
93,30,2023-09-02,Cape Town,Test,India,65,51,18,9,0,bowled,0.0,0,0,0,0,0,0,0,0,0
94,53,2023-09-02,Cape Town,Test,Pakistan,0,0,0,0,0,,6.8,57,4,0,14,0,0,0,0,0
95,44,2023-09-02,Cape Town,Test,West Indies,0,0,0,0,0,,4.3,38,1,0,8,0,0,0,1,0
96,59,2023-09-02,Cape Town,Test,England,0,1,1,1,1,,0.0,0,0,0,0,0,0,0,1,0
97,52,2023-09-02,Cape Town,Test,India,125,72,33,19,0,bowled,8.2,57,0,0,15,0,0,0,1,0
98,54,2023-09-02,Cape Town,Test,Sri Lanka,0,0,0,0,0,,8.7,98,0,0,19,0,0,0,1,0
99,13,2023-09-02,Cape Town,Test,Bangladesh,0,0,0,0,0,,3.5,37,1,0,7,1,0,0,1,0
100,41,2023-09-02,Cape Town,Test,India,68,57,18,9,0,run out,0.0,0,0,0,0,0,0,0,1,0
101,55,2023-09-02,Cape Town,Test,Sri Lanka,0,3,0,0,0,caught,0.0,0,0,0,0,1,0,0,1,0
102,89,2023-09-02,Cape Town,Test,India,127,95,31,21,0,caught,0.0,0,0,0,0,0,0,0,0,0
103,86,2023-09-02,Cape Town,Test,West Indies,40,29,12,4,1,,0.0,0,0,0,0,0,0,0,1,0
104,33,2023-09-02,Cape Town,Test,England,0,0,0,0,0,,6.6,60,0,0,19,0,0,0,1,0
105,48,2023-09-02,Cape Town,Test,Bangladesh,118,88,30,20,0,lbw,0.0,0,0,0,0,0,1,0,1,0
106,20,2023-09-02,Cape Town,Test,Australia,0,3,0,2,0,caught,0.0,0,0,0,0,0,0,0,1,0
107,61,2023-09-02,Cape Town,Test,Pakistan,0,0,0,0,0,,5.4,56,2,0,13,1,0,0,1,0
108,9,2023-09-02,Cape Town,Test,England,8,5,1,0,0,caught,0.0,0,0,0,0,0,0,0,1,0
109,12,2023-09-02,Cape Town,Test,Afghanistan,149,117,37,25,1,,3.5,37,2,0,10,0,0,0,1,0
110,11,2023-09-02,Cape Town,Test,Australia,179,91,43,31,0,lbw,0.0,0,0,0,0,0,0,0,0,0
111,39,2022-08-18,London,Test,Sri Lanka,65,61,16,12,0,bowled,0.0,0,0,0,0,0,0,0,0,0
112,36,2022-08-18,London,Test,India,132,71,34,21,0,lbw,0.0,0,0,0,0,2,0,0,1,0
113,76,2022-08-18,London,Test,Bangladesh,0,0,0,0,0,,8.5,98,1,0,21,0,0,0,1,0
114,8,2022-08-18,London,Test,Pakistan,17,11,2,4,0,run out,2.2,12,4,0,5,0,0,0,1,0
115,46,2022-08-18,London,Test,Afghanistan,0,1,2,2,0,run out,5.3,44,1,0,18,1,0,0,0,0
116,65,2022-08-18,London,Test,West Indies,245,124,59,39,0,caught,0.0,0,0,0,0,0,0,0,1,0
117,10,2022-08-18,London,Test,England,30,18,6,7,1,,5.2,29,2,0,17,1,0,0,0,0
118,40,2022-08-18,London,Test,England,140,74,37,22,0,bowled,0.0,0,0,0,0,0,0,0,1,0
119,60,2022-08-18,London,Test,Australia,55,38,11,8,0,caught,7.8,37,1,1,17,1,0,0,1,0
120,58,2022-08-18,London,Test,England,57,57,16,7,0,bowled,0.0,0,0,0,0,0,0,0,0,0
121,5,2022-08-18,London,Test,England,0,0,0,0,0,,5.1,41,0,0,10,1,0,0,0,0
122,97,2022-08-18,London,Test,Sri Lanka,78,59,19,14,0,caught,7.8,49,4,0,16,0,0,0,0,0
123,48,2022-08-18,London,Test,Sri Lanka,118,85,31,19,0,run out,0.0,0,0,0,0,0,0,1,0,0
124,37,2022-08-18,London,Test,England,68,77,15,9,0,run out,0.0,0,0,0,0,0,0,0,0,0
125,94,2022-08-18,London,Test,Australia,88,82,21,16,0,lbw,0.0,0,0,0,0,0,0,0,1,0
126,83,2022-08-18,London,Test,Sri Lanka,159,106,39,28,0,caught,0.0,0,0,0,0,0,0,0,1,0
127,12,2022-08-18,London,Test,Pakistan,51,53,11,6,0,run out,5.6,30,5,0,18,0,0,0,1,0
128,79,2022-08-18,London,Test,Sri Lanka,146,93,36,23,1,,0.0,0,0,0,0,0,0,0,1,1
129,77,2022-08-18,London,Test,Sri Lanka,0,0,0,0,0,,7.4,32,4,1,14,1,0,0,1,0
130,95,2022-08-18,London,Test,West Indies,149,76,39,23,1,,0.0,0,0,0,0,1,0,1,0,0
131,50,2022-08-18,London,Test,Australia,90,107,22,16,0,bowled,3.0,13,3,0,7,0,0,0,0,0
132,92,2022-08-18,London,Test,New Zealand,154,97,40,24,0,bowled,6.2,45,4,0,13,0,0,0,0,0
133,46,2022-05-29,Mumbai,Test,Afghanistan,88,87,24,12,0,lbw,5.2,40,5,0,16,0,0,0,0,0
134,31,2022-05-29,Mumbai,Test,Sri Lanka,9,7,1,2,1,,0.0,0,0,0,0,1,0,0,0,0
135,74,2022-05-29,Mumbai,Test,India,71,77,15,12,1,,0.0,0,0,0,0,0,0,0,0,0
136,54,2022-05-29,Mumbai,Test,India,0,0,0,0,0,,9.6,98,0,0,24,2,0,0,1,0
137,24,2022-05-29,Mumbai,Test,Bangladesh,0,0,0,0,0,,6.9,36,4,0,18,0,0,0,1,0
138,86,2022-05-29,Mumbai,Test,Pakistan,52,31,15,10,0,lbw,0.0,0,0,0,0,1,0,0,0,0
139,95,2022-05-29,Mumbai,Test,Sri Lanka,24,13,5,2,0,run out,0.0,0,0,0,0,0,0,0,1,0
140,11,2022-05-29,Mumbai,Test,Afghanistan,140,86,35,23,0,lbw,0.0,0,0,0,0,0,0,0,0,0
141,68,2022-05-29,Mumbai,Test,Australia,0,0,0,0,0,,3.8,31,2,0,12,0,0,0,1,0
142,47,2022-05-29,Mumbai,Test,Pakistan,0,3,0,0,0,run out,0.0,0,0,0,0,2,0,0,1,0
143,9,2022-05-29,Mumbai,Test,England,15,9,2,3,0,bowled,0.0,0,0,0,0,0,1,0,0,0
144,92,2022-05-29,Mumbai,Test,Pakistan,97,69,26,17,0,run out,2.9,32,1,0,9,0,1,0,1,0
145,70,2022-05-29,Mumbai,Test,Sri Lanka,212,119,52,35,1,,0.0,0,0,0,0,2,0,0,1,0
146,65,2022-05-29,Mumbai,Test,India,133,84,31,22,0,run out,0.0,0,0,0,0,2,0,0,1,0
147,87,2022-05-29,Mumbai,Test,Bangladesh,0,0,0,0,0,,7.6,71,2,0,25,1,0,0,1,0
148,71,2022-05-29,Mumbai,Test,South Africa,0,0,0,0,0,,8.6,43,2,0,28,1,0,0,0,0
149,3,2022-05-29,Mumbai,Test,Sri Lanka,44,43,13,7,0,run out,0.0,0,0,0,0,2,0,1,1,0
150,50,2022-05-29,Mumbai,Test,New Zealand,163,92,40,26,0,lbw,5.5,58,1,0,17,1,0,0,0,0
151,61,2022-05-29,Mumbai,Test,England,0,0,0,0,0,,8.2,94,1,0,25,0,0,0,0,0
152,6,2022-05-29,Mumbai,Test,India,40,26,10,5,1,,9.0,105,2,0,28,0,0,0,1,0
153,83,2022-05-29,Mumbai,Test,Sri Lanka,255,143,63,42,0,caught,0.0,0,0,0,0,1,0,0,1,0
154,48,2022-05-29,Mumbai,Test,Bangladesh,63,33,15,12,0,bowled,0.0,0,0,0,0,1,0,0,1,0
155,82,2021-12-06,Bangalore,Test,England,53,33,14,7,0,bowled,0.0,0,0,0,0,1,0,0,1,0
156,76,2021-12-06,Bangalore,Test,Pakistan,0,0,0,0,0,,3.1,33,1,0,9,3,0,0,0,0
157,24,2021-12-06,Bangalore,Test,India,0,0,0,0,0,,5.5,35,3,0,18,1,0,0,0,0
158,17,2021-12-06,Bangalore,Test,Sri Lanka,0,5,0,0,0,caught,2.7,14,2,0,8,0,0,0,1,0
159,56,2021-12-06,Bangalore,Test,New Zealand,53,28,13,9,0,lbw,0.0,0,0,0,0,1,0,0,0,0
160,65,2021-12-06,Bangalore,Test,England,32,21,9,6,1,,0.0,0,0,0,0,0,0,0,1,0
161,8,2021-12-06,Bangalore,Test,Bangladesh,105,67,28,19,0,lbw,6.7,50,2,0,20,0,0,0,1,0
162,16,2021-12-06,Bangalore,Test,Sri Lanka,0,0,0,0,0,,9.8,95,6,0,19,0,0,0,1,0
163,67,2021-12-06,Bangalore,Test,England,141,90,34,22,0,run out,4.6,37,0,0,11,0,0,0,1,0
164,20,2021-12-06,Bangalore,Test,Sri Lanka,147,120,35,23,0,caught,0.0,0,0,0,0,1,0,0,1,0
165,39,2021-12-06,Bangalore,Test,India,110,110,25,18,1,,0.0,0,0,0,0,0,0,0,1,0
166,22,2021-12-06,Bangalore,Test,England,0,4,0,0,0,run out,7.7,84,4,0,26,0,0,0,1,0
167,21,2021-12-06,Bangalore,Test,New Zealand,107,62,26,15,0,lbw,0.0,0,0,0,0,0,1,1,0,0
168,42,2021-12-06,Bangalore,Test,Australia,0,5,1,1,0,lbw,0.0,0,0,0,0,0,0,0,0,0
169,29,2021-12-06,Bangalore,Test,India,75,49,18,13,0,lbw,0.0,0,0,0,0,2,0,1,0,0
170,45,2021-12-06,Bangalore,Test,Afghanistan,0,3,0,0,0,run out,0.0,0,0,0,0,1,0,0,0,0
171,92,2021-12-06,Bangalore,Test,Sri Lanka,118,60,29,20,0,lbw,3.6,33,0,0,6,0,0,0,0,0
172,37,2021-12-06,Bangalore,Test,New Zealand,80,80,22,12,0,lbw,0.0,0,0,0,0,1,0,0,1,0
173,11,2021-12-06,Bangalore,Test,Afghanistan,13,8,4,3,0,bowled,0.0,0,0,0,0,0,0,0,1,0
174,33,2021-12-06,Bangalore,Test,England,0,0,0,0,0,,8.9,77,3,0,30,0,0,0,0,0
175,26,2021-12-06,Bangalore,Test,Australia,135,119,35,23,0,run out,0.0,0,0,0,0,0,0,0,1,0
176,71,2021-12-06,Bangalore,Test,West Indies,0,0,0,0,0,,5.7,61,2,0,16,1,0,0,1,0
177,65,2023-11-15,Chennai,ODI,Bangladesh,6,6,3,3,0,lbw,0.0,0,0,0,0,0,0,0,1,0
178,79,2023-11-15,Chennai,ODI,Bangladesh,82,64,18,14,0,lbw,0.0,0,0,0,0,0,0,0,1,0
179,61,2023-11-15,Chennai,ODI,Australia,0,0,0,0,0,,3.3,23,3,0,10,0,0,0,0,0
180,95,2023-11-15,Chennai,ODI,New Zealand,53,49,13,7,0,run out,0.0,0,0,0,0,0,0,0,0,0
181,94,2023-11-15,Chennai,ODI,New Zealand,142,111,33,21,0,lbw,0.0,0,0,0,0,0,0,0,1,0
182,8,2023-11-15,Chennai,ODI,Bangladesh,18,12,2,1,1,,3.3,17,0,0,10,1,0,0,0,0
183,91,2023-11-15,Chennai,ODI,Pakistan,0,0,0,0,0,,8.8,91,2,0,17,0,0,0,1,0
184,18,2023-11-15,Chennai,ODI,India,0,0,0,0,0,,2.5,20,1,0,4,0,0,0,1,0
185,67,2023-11-15,Chennai,ODI,South Africa,74,63,16,12,1,,2.3,12,2,0,8,1,0,0,0,0
186,27,2023-11-15,Chennai,ODI,India,0,0,0,0,0,,5.6,45,2,0,10,0,0,0,1,0
187,72,2023-11-15,Chennai,ODI,England,57,32,12,11,0,bowled,0.0,0,0,0,0,0,0,0,1,0
188,42,2023-11-15,Chennai,ODI,India,96,61,23,16,0,run out,0.0,0,0,0,0,1,0,0,0,0
189,85,2023-11-15,Chennai,ODI,Sri Lanka,0,5,0,1,0,lbw,0.0,0,0,0,0,0,0,0,0,0
190,62,2023-11-15,Chennai,ODI,Sri Lanka,82,55,22,15,0,lbw,0.0,0,0,0,0,0,0,0,1,0
191,68,2023-11-15,Chennai,ODI,Pakistan,0,0,0,0,0,,4.8,25,4,0,9,0,0,0,0,1
192,49,2023-11-15,Chennai,ODI,England,0,0,0,0,0,,2.9,26,5,0,9,0,0,0,0,0
193,41,2023-11-15,Chennai,ODI,England,91,58,24,13,0,run out,0.0,0,0,0,0,0,0,1,0,0
194,23,2023-11-15,Chennai,ODI,Afghanistan,240,147,61,42,1,,0.0,0,0,0,0,0,0,0,1,0
195,59,2023-11-15,Chennai,ODI,West Indies,84,71,20,14,0,caught,0.0,0,0,0,0,0,1,0,1,0
196,69,2023-11-15,Chennai,ODI,Pakistan,179,114,43,27,0,lbw,5.0,54,2,0,12,0,0,0,0,0
197,44,2023-11-15,Chennai,ODI,England,0,0,0,0,0,,5.2,44,6,0,11,0,0,0,1,0
198,70,2023-11-15,Chennai,ODI,South Africa,45,51,9,8,0,run out,0.0,0,0,0,0,1,0,0,0,0
199,68,2023-10-25,Dubai,T20,India,0,0,0,0,0,,9.5,64,0,0,25,0,0,0,0,0
200,58,2023-10-25,Dubai,T20,New Zealand,89,56,24,15,0,bowled,0.0,0,0,0,0,0,0,0,1,1
201,100,2023-10-25,Dubai,T20,India,134,148,32,21,0,bowled,0.0,0,0,0,0,0,0,0,0,0
202,91,2023-10-25,Dubai,T20,India,0,0,0,0,0,,5.3,26,1,1,11,0,0,0,1,0
203,47,2023-10-25,Dubai,T20,West Indies,86,75,19,13,1,,0.0,0,0,0,0,0,0,0,0,0
204,10,2023-10-25,Dubai,T20,Pakistan,52,40,11,9,0,bowled,2.3,21,4,0,5,1,0,0,0,0
205,73,2023-10-25,Dubai,T20,England,0,0,0,0,0,,8.7,97,1,0,27,0,0,0,0,0
206,15,2023-10-25,Dubai,T20,Bangladesh,41,23,9,4,1,,0.0,0,0,0,0,0,1,0,0,0
207,8,2023-10-25,Dubai,T20,Australia,73,73,18,13,0,caught,8.9,51,0,0,16,1,0,0,0,0
208,71,2023-10-25,Dubai,T20,India,0,0,0,0,0,,6.4,37,2,0,22,0,1,0,0,0
209,65,2023-10-25,Dubai,T20,India,91,67,20,13,0,run out,0.0,0,0,0,0,0,0,0,0,1
210,26,2023-10-25,Dubai,T20,Afghanistan,26,28,6,5,0,bowled,0.0,0,0,0,0,1,0,0,1,0
211,74,2023-10-25,Dubai,T20,Bangladesh,101,113,27,14,0,lbw,0.0,0,0,0,0,0,0,0,0,0
212,69,2023-10-25,Dubai,T20,West Indies,91,77,22,13,1,,6.9,52,2,0,20,0,0,0,0,0
213,20,2023-10-25,Dubai,T20,England,93,73,23,14,0,run out,0.0,0,0,0,0,2,0,0,1,0
214,22,2023-10-25,Dubai,T20,Sri Lanka,136,102,35,23,0,caught,2.7,31,2,0,6,0,0,0,1,0
215,42,2023-10-25,Dubai,T20,Sri Lanka,100,59,23,17,0,caught,0.0,0,0,0,0,1,0,0,1,0
216,67,2023-10-25,Dubai,T20,India,141,79,37,24,0,caught,9.4,78,3,0,29,0,1,0,1,0
217,57,2023-10-25,Dubai,T20,India,28,20,8,3,0,caught,0.0,0,0,0,0,0,0,0,1,0
218,93,2023-10-25,Dubai,T20,Sri Lanka,0,0,0,0,0,,2.9,17,1,0,7,0,0,0,1,0
219,27,2023-10-25,Dubai,T20,West Indies,0,0,0,0,0,,6.1,64,3,0,19,0,0,0,0,0
220,75,2023-10-25,Dubai,T20,Pakistan,116,64,28,20,0,run out,9.4,46,6,1,18,0,0,0,0,0
221,13,2022-11-16,London,ODI,Bangladesh,0,0,0,0,0,,3.4,32,4,0,11,1,0,0,0,0
222,93,2022-11-16,London,ODI,Sri Lanka,0,0,0,0,0,,6.9,69,1,0,17,0,0,0,0,0
223,61,2022-11-16,London,ODI,England,0,0,0,0,0,,4.9,22,0,1,10,1,0,0,0,0
224,41,2022-11-16,London,ODI,India,34,36,9,7,1,,0.0,0,0,0,0,2,0,1,0,0
225,27,2022-11-16,London,ODI,India,0,0,0,0,0,,8.8,35,0,1,25,0,0,0,0,0
226,48,2022-11-16,London,ODI,India,30,35,7,4,0,caught,0.0,0,0,0,0,0,1,1,1,0
227,97,2022-11-16,London,ODI,West Indies,185,134,45,32,0,run out,7.0,44,1,0,13,1,0,0,1,0
228,53,2022-11-16,London,ODI,New Zealand,0,0,0,0,0,,3.4,32,2,0,7,0,1,0,0,0
229,6,2022-11-16,London,ODI,South Africa,0,4,0,2,0,caught,9.1,69,1,0,23,2,0,0,1,0
230,73,2022-11-16,London,ODI,West Indies,0,0,0,0,0,,2.1,15,1,0,4,1,0,0,1,0
231,29,2022-11-16,London,ODI,India,0,4,2,0,0,caught,0.0,0,0,0,0,0,0,0,0,0
232,19,2022-11-16,London,ODI,Sri Lanka,0,4,1,0,0,run out,2.9,24,2,0,7,0,1,0,1,0
